,Game Name,Place Ids,Min Price,Max Price,Median Price,Mean Price
3241,[REWORKS] Bathroom Universe,14410360482,329,999,759.0,727.0
3242,Hulk Simulator!,15198905322,49,299,99.0,133.0
3243,Mega Easy Fun Candy Obby,7131246913,499,799,749.0,682.3333333333334
3244,Charmed,1246437992,150,2000,600.0,690.0
3245,👽 Alien Simulator [🏆2x Event!],8579989858,49,749,149.0,199.83333333333334
3246,Find The Memes 2 [435!]🏝️,16717738296,65,1800,199.0,370.22222222222223
3247,💙 Databrawl Roleplay,1666376929,50,150,125.0,112.5
3248,[NEW] Ninja Obby,15182754666,99,100000000,399.0,27272958.454545453
3249,Dance Off,1297992014,49,399,149.0,179.2
3250,Jujutsu Kaizen Quiz!,16814100693,150,300,225.0,225.0
3251,Lethal Business,15476322853,149,349,199.0,224.0
3252,(BETA) CHIQUITITAS ROBLOX,13281607018,10,200,50.0,77.0
3253,Aussie Adrenaline Burnouts (XD FALCON!),11614847058,150,999,399.0,442.42857142857144
3254,Slide a Box Down a Hill!,14777367640,149,799,339.0,384.45454545454544
3255,The Football Experience ⚽,16867631265,49,299,89.0,130.33333333333334
3256,Hockey Slapshot,273109553,60,350,150.0,159.8181818181818
3257,[SALE!] Hotel RP 🌴 Vinns Hotels and Resorts,4766198689,21,10307,572.0,1834.3846153846155
3258,[FIXES + FREE] Anime Showdown,8567596064,200,1000,450.0,525.0
3259,Nuke Simulator 4 [Back],9559504975,2,10000000,3100.0,447290.46153846156
3260,💪 Get Stronger Every Second,10974203273,99,399,199.0,227.33333333333334
3261,Critical Tower Defense,5543622168,200,400,400.0,333.3333333333333
3262,Bike Factory Tycoon!,16416811704,49,399,99.0,149.0
3263,"Tijuana, Mexico [Border]",15976363470,65,699,399.0,405.7142857142857
3264,[📍 UPD] 🚽 Bathroom: Town Attack,13696755267,39,199,89.0,104.0
3265,🌱 ragdoll subway fight simulator,5636077085,40,1300,350.0,406.0
3266,[SNAIL EPIC MORPH] Some MSM Animations,13884668604,31,399,125.0,153.75
3267,"Stop it, Slender!",30869879,25,500,100.0,146.15384615384616
3268,Angelix [GLACIAL],8041456958,50,500,200.0,232.85714285714286
3269,Escape School Obby! (NEW),5327491283,49,799,174.0,240.875
3270,🔥 Mini City RP,4766797229,80,1200,275.0,457.5
3271,[1M+ 🎉] Cute Cinnamoroll Obby 💙 | 산리오 시나모롤 파쿠르☁️,15858806784,69,499,139.0,186.5
3272,Fundamental Paper Education Roleplay,6692520448,25,14287,1500.0,5270.666666666667
3273,FNAF: Pizza Party,10912748908,50,249,173.5,161.5
3274,War of the Worlds,14620106215,50,650,70.0,256.6666666666667
3275,[NEW] The True Backrooms: Renovated,3227921645,149,299,224.0,224.0
3276,فعاليات علي فلوس - اكاديمية ديفل العسكرية,11177641368,250,299,274.5,274.5
3277,Pet RNG,17559124398,149,999,574.0,574.0
3278,Space Sailors,5000143962,28,298,64.0,89.28571428571429
3279,LAVA Flood Survival! 🔥,17336634732,99,999,199.0,371.22222222222223
3280,Slendytubbies VS Redux,8122612051,100,150,125.0,125.0
3281,Cool Rarities! (UPDATE!),13020029200,70,1000,250.0,314.875
3282,Obby but you're a ball,9984770240,49,149,99.0,95.0
3283,[HM Sans] Undertale Soul Ops: AU's Destruction,13461703191,250,999,499.0,562.6
3284,SCPs and Monsters in Area 51 Roleplay,16879864700,25,800,115.0,206.6315789473684
3285,VAMOS Bus Simulator,15057336058,50,150,100.0,100.0
3286,💘Your Rainbow Friends Roleplay!💘,10930757772,125,1200,350.0,519.4444444444445
3287,Sinaloa State: Badiraguato,17135804394,99,650,500.0,419.8
3288,🛍️ Outfit Shopping Mall [DRESSX & MANGO],12563183319,99,399,224.0,236.5
3289,Let's Party∞ +Gear Testing  Edition[READ THE DESC],391104146,1,5000,175.0,514.0625
3290,🧲 NEW Find the Toilet Rainbow Morphs backrooms,13977185384,99,1490,399.0,460.5882352941176
3291,The Heights NYC 🗽 | UNBAN WAVE !!,12580968253,600,1500,1050.0,1050.0
3292,[ CHAOS ] Magical SuperPowers Tycoon,12747041813,250,850,475.0,512.5
3293,💥 NEED MORE CHAOS 💥,15292463650,29,149,49.0,67.0
3294,🏃Run Race Simulator,13989615464,48,848,184.0,265.55555555555554
3295,Heavens Arena,6342469457,100,800,200.0,420.0
3296,🦖🦕 Dinosaur Zoo 🦕🦖,12581294123,4,399,199.0,212.64285714285714
3297,Cool Obby Tower [FREE UGC],6577278799,21,800,85.0,192.875
3298,Ball Destroyer Simulator,17337132347,49,499,149.0,204.45454545454547
3299,SCP: Paragon Research Institute,9896535629,100,2500,350.0,535.8333333333334
3300,Drive Down The Hill Of Doom [EXTREME],5921952722,99,499,199.0,274.0
3301,The Hotel Experience,14411691958,35,399,74.5,155.33333333333334
3302,Extalia Simulator,17044493745,185,1299,399.0,493.29411764705884
3303,Find the Keys,14449073815,50,800,290.0,380.0
3304,Ride a Rocket To The Floating Point,13845514772,100,100,100.0,100.0
3305,[NEW SKINS] Crossover Arena,6606081876,5,950,275.0,350.8333333333333
3306,[UPDATE] Superhero Universe Battlegrounds,10169939430,99,750,367.0,395.75
3307,Your sus neighbor!,13841071730,150,1000,400.0,516.6666666666666
3308,A Wolves' Pack Alpha - Wolf RP 🐺,16531017211,30,50,35.0,35.0
3309,Survive And Kill Rainbow Friends 🌈 The Killer 🔪,8046441647,25,299,25.0,72.2
3310,Flood Escape: Classic,32990482,30,350,75.0,133.125
3311,👟 Sell Sneakers and Prove Dad Wrong,15700478136,13,399,299.0,266.0
3312,Guess It!,9306257030,150,299,200.0,216.33333333333334
3313,Anime Souls Simulator,11542692507,29,1799,349.0,451.77777777777777
3314,2 Player Girls Tycoon,5748131990,34,9999,99.0,1091.2727272727273
3315,🌊 TSUNAMI WAVES SURVIVAL,8436807389,12,800,64.5,158.33333333333334
3316,SLING,12285213622,149,799,399.0,462.6363636363636
3317,[SUMMER ⛱️] Gorilla Tag,10496652400,49,599,299.0,293.44444444444446
3318,World Tower Defense [v1.9.2],5656754541,100,9999,400.0,1720.75
3319,راقدول العرب | Ragdoll,11841361127,12,1299,99.0,261.22222222222223
3320,🗻Simple Steps [900],13447969903,199,999,524.5,561.75
3321,Palestine فلسطين and Israel ישראל Hangout ❤️,14942209338,49,699,99.0,227.46153846153845
3322,Bowling Tycoon,11395462014,50,500,125.0,200.0
3323,[ALPHA 1.7.0] Frontline: Karelia 40 - 44,8855462985,65,125,125.0,117.5
3324,Retail Tycoon,284076212,10,50,50.0,36.666666666666664
3325,[NEW🎉] Food Tycoon 🍔🍕,12165328737,79,2499,149.0,416.77777777777777
3326,[POLICE GIRL!] BARRY 2 PLAYER ESCAPE PRISON V2!,17211618827,49,449,174.0,187.875
3327,Vision's Mod (GMOD),10871688074,20,9999,99.5,500.03846153846155
3328,oMega Obby 🌟 725 Stages!,8003084678,100,750,175.0,341.6666666666667
3329,Attack Titan Last Breath,3224790922,100,2000,500.0,665.0
3330,🍜 Make Ramen and Prove Dad Wrong,17126888732,13,399,199.0,226.6
3331,[UPD] Obby But You Walk on Walls,17094607279,99,349,249.0,236.5
3332,[CLOUDS] Pet Zoo 🦄,4902872857,349,499,399.0,415.6666666666667
3333,Winter Wonderland 🐶🐱Pet Salon Tycoon,8897454112,199,699,524.0,482.3333333333333
3334,Survival Zombie Tycoon,28382335,25,800,250.0,315.0
3335,(UPDATE 2/3) Untitled FNF Animations,6879598157,50,150,125.0,108.33333333333333
3336,Wall Punching Simulator,12975459329,99,399,399.0,319.0
3337,[NEW] Vibe Rooftop Tycoon 🌌,14279772993,399,3999,650.0,1163.4285714285713
3338,☀️Turbo's Murder Mystery 2 [UPDATE 5],17096150004,10,278,64.0,69.78571428571429
3339,[WHITE ALBUM 🧊] Stand Proud,3402132663,99,2500,250.0,508.53846153846155
3340,Digital Circus Morphs,17301701795,100,500,325.0,309.9
3341,Border Simulator,1446866142,10,6999,924.5,1314.7083333333333
3342,[3 DAYS] Collect for UGC❤️,17103905229,75,799,350.0,379.6
3343,Squid Minigames [29 Games],7719542466,179,279,229.0,229.0
3344,[20% OFF] Ugc's for Cheap,17044498560,400,899,499.5,574.5
3345,Piggy: Towers [PENNY + TROPHIES],13514464992,429,449,439.0,439.0
3346,Southwest Ohio Roleplay,234261816,10,10,10.0,10.0
3347,EVENT🌌FNAF MOVIE RP: Fractured Franchise,7377364733,1499,1499,1499.0,1499.0
3348,[WORLD 2🌐] Stat Farm Incremental 🌟,15464632279,49,99,69.0,71.5
3349,Escape Mr Fast Food SUMMER FUN EVENT (SCARY OBBY),10259122899,100,1000,300.0,472.72727272727275
3350,😈 Survive LANKYBOX The Killer! 🔪,10736530962,8,899,89.0,206.94117647058823
3351,Bot Blast 💥UPDATE 16,11633529364,99,499,299.0,299.0
3352,ESCAPE OR DIE TYCOON,14441921667,25,299,199.0,164.2
3353,Mini Cities,5854048845,450,450,450.0,450.0
3354,Obby but you have a JETPACK,14929469092,79,1999,199.0,365.6923076923077
3355,MEGA Boss Survival,3271747724,50,1900,200.0,400.0
3356,The Mythical Guardians,12763471442,50,2000,318.0,527.25
3357,The Amazing Digital Circus Elevator,14150107611,25,2000,250.0,304.6842105263158
3358,THE BACKROOMS [ REDACTED ],9472371402,150,350,190.0,213.33333333333334
3359,+1 Leg Size Every Second!,12701205049,12,699,29.0,113.66666666666667
3360,Obby but you get TROLLED,9894594174,39,500000,599.0,37059.21428571428
3361,Glam Magic Power,10725438698,90,130,107.5,108.75
3362,Escape the Petshop! (FIRST PERSON OBBY),14882627939,199,1249,324.0,395.42857142857144
3363,Brawl Stars Tycoon - 2 Player,6215258869,99,1499,249.0,458.6923076923077
3364,🐛Survive And Kill RED LARVA The Killer 🔪,8765301400,99,299,299.0,232.33333333333334
3365,Afton's Family Diner,2116002761,5,90,25.0,27.76923076923077
3366,BLOXFORT🔥,14819029723,500,500,500.0,500.0
3367,[🌺SPRING] Support Center || SSC,2205456710,50,10000,200.0,728.3913043478261
3368,2 Player Hacker Tycoon,6905196703,65,5000,150.0,1056.1818181818182
3369,MARBLE MANIA 🎢,4950724851,29,399,199.0,176.27272727272728
3370,[100000 stage!!] The Most Stages In Roblox,14409837735,79,699,399.0,392.3333333333333
3371,Area 51: Zombie Infection,6242640409,30,13337,450.0,2265.714285714286
3372,Sword Crafters ⚔️,16625736610,15,699,395.0,398.4
3373,Road to Gramby's 👵,5796917097,500,500,500.0,500.0
3374,The Scary School! [UPDATE],8434234838,25,699,374.5,377.5
3375,DOORS 👁️ But Bad v1.4,10966157497,79,249,139.0,136.5
3376,[CONSOLE] Jujutsu Beatdown,17798223108,119,299,209.0,209.0
3377,[NEW!] INDIGO PARK PRISON RUN! (OBBY),16759706700,99,1500,250.0,333.0
3378,Dream House 🏡 RP,15368913195,99,599,274.0,288.2857142857143
3379,[HG] That Crazy Adventure,9677242733,99,500,499.0,366.0
3380,"[🌌X999,999,999] Magic Tappers",11481101550,89,1799,269.0,452.8888888888889
3381,[🔘 Mastery 8 🔘] Weight Lifting At Big City,1597043326,6,499,349.0,284.6666666666667
3382,🐺Captive👨‍💻 Survive and Escape,3388553819,199,499,299.0,329.0
3383,Untitled Tower Defense Game,6329936779,99,549,399.0,340.6666666666667
3384,Christmas Team Escape (Santa Teamwork Obby),15466283097,149,699,199.0,285.3636363636364
3385,💪 ESCAPE GYM OBBY! [NEW!],13050028051,29,699,129.0,219.625
3386,Dynabtw's Silly Event Game,5484006442,10,1000000,1000.0,44176.382978723406
3387,Book of Monsters,434010118,4,800,400.0,440.8
3388,😈Survival Springtrap The Killer,16015138247,25,2999,85.0,377.05263157894734
3389,[UPDATE + ALL FREE] Crossworld Combat,17258872615,299,1399,799.0,779.0
3390,Puerto Rico RP,15628338684,80,1600,750.0,785.3333333333334
3391,Downgraded on the Streets 🚗 (MOTORS!),17205092000,90,399,250.0,263.07142857142856
3392,Anime Hero Tycoon,13343472232,149,14290,299.0,2619.0
3393,[⌛LIMITED] Pet Rift,11448052802,125,1699,499.0,566.5555555555555
3394,Vibe Pool [SUMMER!],4801423587,25,150,65.0,70.0
3395,[ENDLESS] The Backrooms VR : Escape,9415887955,200,300,200.0,233.33333333333334
3396,ESCAPE MR. GUMDROP'S CANDYSHOP (First Person Obby),14255165733,199,999,324.0,377.57142857142856
3397,Ballista [ALPHA],6763893674,799,799,799.0,799.0
3398,Undertale : Arena,6709728985,79,1199,89.0,395.6666666666667
3399,Skibid toilet War Cameraman,16773627704,99,599,499.0,413.2857142857143
3400,[UPD] Golf Swing Simulator 🏌️⛳,9771855342,124,498,298.0,300.1666666666667
3401,Zoo Tycoon 2,5618137557,99,499,324.5,307.8333333333333
3402,NPCs are becoming smart! Hangout/RP,7006181810,5,200,50.0,76.0
3403,[MATTER UPDATE] Killstreak Sword Fighting Universe,14724906937,15,999,200.0,323.42857142857144
3404,💅 Jiafei's aesthetic flop town ft nicki minaj,8808545962,5,399,39.0,85.9090909090909
3405,[⚔️UPD] Anime Idle Simulator,10982284336,99,1999,399.0,639.9090909090909
3406,{🌊update} Outfit ideas,15989349773,5,15,10.0,10.0
3407,Toby's HOSPITAL (SCARY OBBY),10584697413,149,699,199.0,249.0909090909091
3408,Work Together! GS25,9966461491,99,399,200.0,249.4
3409,Catnap,16717641499,200,700,450.0,483.3333333333333
3410,Blood Zone,13955927965,2,279,65.0,102.0
3411,Galaxy Tycoon,16294101855,15,4000,350.0,644.8823529411765
3412,😂Emoji Race,15818599339,49,599,123.5,166.5
3413,Brookhaven 🏡RP REVERSED🔄️,12514750573,20,499,60.0,159.75
3414,TEAM JUNGLE ESCAPE!,16900585385,49,1200,250.0,313.27272727272725
3415,마라탕탕[식당] 리메이크 준비중,15413903718,155,10000,250.0,1202.090909090909
3416,Blox Fruit But Bad,15165713181,4,2500,100.0,392.6666666666667
3417,[New Map] Pls Rich 💸,16616471525,99,250,150.0,166.33333333333334
3418,Is this axe your axe? [Throw],17574965403,49,249,149.0,149.0
3419,NEW LF LINE Bathwick Town (WIP),2900208959,75,95,85.0,85.0
3420,Zeus Reunion - Roleplay! (Original) 🏝️,11591320684,70,250,155.0,157.5
3421,The Meme RV,5412621627,10,250,22.5,69.0
3422,Fantastic Frontier,510411669,500,500,500.0,500.0
3423,⛏️LuckyBlocks🌈 (RAINBOW LUCKY BLOCKS),17293622482,49,1749,449.0,694.8333333333334
3424,💸 [PAYCHECKS] Work at a Teahouse! 🍵,3457890872,39,299,174.0,150.42857142857142
3425,[UPD 1] Dragon BGT,2499981932,149,2499,399.0,592.75
3426,WORMY 🪱 [CODE: HYPE],5025058860,99,299,199.0,199.0
3427,[ULTIMATRIX] Omni Adventure [BETA],16345284049,150,250,200.0,200.0
3428,[SALES] - Multiversal Awakening: 2 [BETA],15594838595,500,1100,850.0,816.6666666666666
3429,🌊Tsunami Disaster Survival🌊,8846144215,70,350,150.0,190.0
3430,Raise Yourself!,9771703133,18,99,38.0,51.333333333333336
3431,Home Alone Experience🏠,14641177201,39,750,139.0,233.4
3432,Push Up Simulator,14681679175,100,200900,250.0,10291.25
3433,Balloon To VIP Obby,13344976486,99,199,199.0,174.0
3434,Noimless's Meme Anims [KJ 2 Update],9578948175,15,1000000,60.0,250033.75
3435,🌟Pick The Right Path For Admin Obby,12488435200,25,1000,299.0,344.6923076923077
3436,[3X💎] Marble Merge Tycoon!,11796791326,150,350,225.0,241.66666666666666
3437,Obby But You're A Football Soccer Ball !,9984841604,89,449,199.0,225.66666666666666
3438,🚪Survive LITTLE JOHN In Area 51 🔦,14774884545,8,899,89.0,159.3846153846154
3439,[V1.4.4] Realistic Boiling Water Reactor Simulator,11765852158,25,100,62.5,62.5
3440,Anime Catching Simulator,12135645852,49,1999,499.0,683.7826086956521
3441,👮UPDATE👮 Mano County Roleplay,17683932174,120,799,449.0,461.2142857142857
3442,BE A SPY!,16116116626,75,799,269.0,306.0
3443,Digital Circus Race 🎪,17294517955,100,650,250.0,289.0
3444,Iron Golem,15421865182,149,1499,249.0,403.54545454545456
3445,Push Up Training Simulator,13900376114,7,7,7.0,7.0
3446,🥚 Провинция,6708682081,699,8999,3099.0,4265.666666666667
3447,Short Creepy Stories [EXIT 8 NEW MULTIPLAYER],8404684575,100,300,200.0,200.0
3448,Manage Your Own Country 2,13563451042,79,399,99.0,185.0
3449,Attack On Titan: Vengeance,7182546997,25,600,187.5,244.5
3450,ESCAPE MR SMILEY'S DAYCARE! (Obby),12061033753,99,799,325.0,354.4
3451,[😳EP71] Toilet Teamwork Morphs (Obby),14347143322,49,599,214.0,245.02
3452,Attack on Titan: Expanse,14456349999,250,1000,650.0,685.0
3453,The Crusher,191068294,99,499,249.0,274.0
3454,The Road,17159161823,20,20,20.0,20.0
3455,Noodle Arms,2714872897,10,199,25.0,42.93333333333333
3456,PVP TOWER,13161645824,5,19999,199.0,1192.258064516129
3457,[TEMP SAITAMA] DBZ Battlegrounds,13434685356,250,299,299.0,282.6666666666667
3458,Hungry Simpsons,12059749782,19,649,324.0,335.8333333333333
3459,+1 IQ Every Second 🧠,12752123134,59,269,99.0,118.85714285714286
3460,Toy Story: Toy Disaster [RP],7561551547,10,100,40.0,47.5
3461,Robot Tycoon,10828925984,99,299,224.0,207.33333333333334
3462,Roblox but every second you become stronger,8084034728,99,375,149.0,214.6
3463,📦 Delivery Simulator X,6459707978,145,1299,399.0,531.0
3464,[TOXIC AIR] Kaiju Morph Battle,8789535030,80,5350,572.5,1278.5
3465,Pain Simulator,15226339814,99,429,259.0,253.16666666666666
3466,Survive My Little Pony The Killer,17363501307,149,699,399.0,409.0
3467,Jump Rope,10789929272,299,299,299.0,299.0
3468,Monster Invasion (MYTHICS 🔥),14571133652,49,399,199.0,215.66666666666666
3469,Monkey Obby,15880628583,79,349,249.0,222.33333333333334
3470,Centipede,5391778736,10,299,199.0,184.16666666666666
3471,Thomas Wooden Railway,7525963793,1400,1700,1550.0,1550.0
3472,[SWEARING] The Bar 17+,14184920654,49,399,99.0,142.85714285714286
3473,[FREE VIP] BrookHaven RP Tycoon! [UPDATE] [PETS!],7041881923,85,450,200.0,231.53846153846155
3474,Akademi Online [Ver. 1.0.86],6167122056,100,10000000,300.0,1666883.3333333333
3475,SCP Games and Monsters 2,11122108967,35,395,80.0,141.5
3476,[UPDATE 4] Era of Althea,9840387028,50,375,125.0,200.0
3477,[💐SPRING] Grenadier Guards | British Army,15059632496,75,3000,499.0,741.0588235294117
3478,[✨AFK] Nik's Murder Mystery 2 Sandbox,15619203686,50,50,50.0,50.0
3479,Trade Tower [HIGH ECO + WIPED],17372722790,49,399,194.0,215.0
3480,Homework Shredding Simulator!,12837186460,18,298,98.0,129.42857142857142
3481,(v1.0) Sol's RNG aura modded,17598945810,35,125,80.0,80.0
3482,[UPDATE] Build-A-Bear Tycoon,11573230049,149,549,399.0,365.6666666666667
3483,[ Gojo Shibuya ] Mage Battlegrounds,16519296344,9,100,40.0,55.81818181818182
3484,[FLAME EYE...]UT:Ultimate Soul Ops Boss Rush,12538393635,250,850,618.5,584.25
3485,🎁 The Glitch Obby!,15829303584,149,299,199.0,211.5
3486,Every Second You Get Older [✨NEW✨],12381382675,99,699,349.0,374.0
3487,Untitled Sandbox Game,11962444573,31,999999999,1674.5,125126696.625
3488,BABY POLLY HOUSE ESCAPE (Obby),14626736334,199,499,249.0,299.0
3489,Minion Tycoon,9915454464,100,1500,299.0,424.8181818181818
3490,🔪 Foxtrot Asylum Roleplay,4805760032,119,2999,424.0,621.3571428571429
3491,Indigo Park Tycoon,17553926205,99,999,249.0,295.15384615384613
3492,Chaotic Bean Simulator!! :3,9359379224,100,10000,500.0,1700.0
3493,[BETA] Helsgewon District!,5878020313,89,1099,464.0,535.6666666666666
3494,[🏆 UPDATE] 💎 Ore Smelting Tycoon,10057350313,149,999,424.0,474.0
3495,[🚑 PAID TEAMS] UK:RP NW Norfolk,8426654711,100,5000,650.0,985.0
3496,🛍️ Fashion Show,15529194484,150,450,150.0,250.0
3497,[UPDATE!] Galaxy Skibidi Toilet RP,14060675314,40,125,80.0,81.66666666666667
3498,Working Mirror game but modded,15131829786,59,159,79.0,99.0
3499,Don't Panic! [HORROR],17507542374,75,499,184.0,223.9
3500,DOORS 2 Story (NEW) UPDATE!,10284601766,59,499,160.0,197.3846153846154
3501,Car Crash Simulator 2,9739393895,5,800,42.5,103.125
3502,Lumber Legends Simulator,11860394049,99,2499,449.0,645.2142857142857
3503,Deathrun 🏃‍♂️💨,206640076,300,1200,450.0,600.0
3504,Undertale RP: Crossing Timelines,4614624330,10,500,150.0,202.5
3505,Fruit Juice Tycoon: Refreshed,6755746130,70,70,70.0,70.0
3506,[R15!] A Volleyball Game [SEASON 1],16873509518,30,70,60.0,55.0
3507,😈 Devious Lick Simulator 😈,7508789810,49,699,324.0,351.5
3508,Mega Parkour Obby,13944037721,125,598,198.0,260.53846153846155
3509,UndeRNG (BIOMES),17004130677,50,100,75.0,75.0
3510,Sonic Universe RP (v2.1.3),554588260,6,75,15.0,22.933333333333334
3511,Modern Donations 💸,17767564862,50,50,50.0,50.0
3512,Drawing Quiz [🎮GAMES],15950261958,499,499,499.0,499.0
3513,[NIGHTMARE PUPPET] Fredbear and Friends 5,1203277322,50,158,95.0,105.83333333333333
3514,JailBreak Tycoon 2 Player,4931556135,48,248,189.0,155.11111111111111
3515,HUGE UPDATE! 100 + [MATCHING] & More Avatar Outfit,15614388743,500,1500,1000.0,1000.0
3516,FRC | Florida Roleplay Community,14419171203,75,500,200.0,245.0
3517,Jurassic Park Tycoon 🦕,201297583,5,5,5.0,5.0
3518,[Update] My Bee Tycoon🍯,8504215216,89,479,299.0,291.5
3519,👶DAYCARE PARTY🎈,15626686115,49,299,99.0,149.0
3520,Miss Happi's Toyshop! (OBBY),12742989164,199,1249,399.0,472.0769230769231
3521,Flying Nimbus Simulator,17118941582,89,749,374.0,344.0
3522,Fart Attack,1407595487,150,999,250.0,412.25
3523,Ultimate Ragdoll Playground,11273483795,25,75,50.0,55.0
3524,The Never Ending Train Ride,13530972673,75,350,212.5,212.5
3525,Limited Words [NEW UGC + PET UPDATE!],10001513103,14,4999,399.0,607.4074074074074
3526,[ NEW 💜 ] CatNap,16858430058,29,499,150.0,169.45833333333334
3527,Don't Press The Button,2998650659,10,150,42.5,62.5
3528,Find The Minecraft Youtubers [90],16368388354,30,900,70.0,146.66666666666666
3529,SHOOT OUT!,4738545896,50,1000,399.0,469.4
3530,Black Hole Simulator,2933728926,99,999,549.0,583.9090909090909
3531,Push Dummies Down The Sparta Hole!,76703229,6,100,99.0,68.33333333333333
3532,[🔥SLIDE] Evade But Epic!,16862257816,15,399,99.0,108.375
3533,Survive In Area 51 Remake,13811085661,25,125,100.0,82.14285714285714
3534,Space Industry Simulator 🛰️,12231657811,95,1150,425.0,511.8181818181818
3535,SCP Warfare Tycoon,11581747218,99,499,249.0,267.61538461538464
3536,Dreamland [Story],14581749037,49,999,149.0,245.66666666666666
3537,Snakey 🐍,6924632010,199,299,249.0,249.0
3538,Wilson's PRISON (SCARY OBBY),10809888878,199,1899,399.0,553.1666666666666
3539,[🎪NEW] Skibidi Arm Wrestling,14399154682,99,1599,274.0,452.57142857142856
3540,[REVAMP OUT] The Boys: Reborn,15035858469,50,800,400.0,444.44444444444446
3541,Brookhaven 🏡RP UNDERWATER🌊,14070954045,25,499,59.0,141.6
3542,PVP Sword Fighting ⚔️🔥,8832438757,99,999999999,199.5,71428813.28571428
3543,[🐊NEW HW2] Teamwork FNAF Movie 1-9 Morphs (Obby),14882220726,99,699,299.0,321.6521739130435
3544,Pancake's Wall Hop Difficulty Chart,5915341487,69,469,119.0,201.0
3545,Find The Gnomes [150!],11392497278,49,299,150.0,159.2
3546,⚙️ Rally Kart ⚙️,5391645223,299,299,299.0,299.0
3547,🎉 🏆 SUPER GUYS [UPDATE!],17033334805,25,149,25.0,67.75
3548,[🔪TRAITOR] Haz3mn's MM2,17435255915,15,75,50.0,50.90909090909091
3549,LIGHTYEAR BARRY'S PRISON RUN! (OBBY),15894151422,100,450,150.0,202.56410256410257
3550,💪 MUSCLE BARRY'S PRISON RUN (Obby),16635090392,75,800,100.0,154.76190476190476
3551,Dragons' Life Legacy,13576455146,80,150,100.0,110.0
3552,Automatic Moscow metro,7038896859,20,60,40.0,40.0
3553,Avatar Island 🌴(Outfit Donation Game),11469138644,79,149,79.0,102.33333333333333
3554,Trapped [Chapter 5],7510349624,50,150,100.0,100.0
3555,Every Second You Get +1 Speed But You're A Ball,13700169613,99,299,199.0,219.0
3556,[WARMERS]✨Play For UGC!🎩,15129197851,49,799,199.0,303.44444444444446
3557,Super Blox Soccer,7288936208,99,50000,250.0,4088.230769230769
3558,[🔫 Gun Skin] Robloxia Prison,7540250405,45,400,100.0,149.16666666666666
3559,tai's RNG,16714905773,49,550,112.0,205.75
3560,Escape Angry Head,16867505761,299,499,399.0,399.0
3561,Creeper survival [Beta],9947908505,500,500,500.0,500.0
3562,Murder Mystery Duo,11489407796,99,99,99.0,99.0
3563,Super Fun Obby,12289948153,98,698,223.0,310.5
3564,⭐ Survive Nightmare Huggy KILLER,17060774069,99,499,199.0,229.0
3565,Snow Blowing Simulator,11387995063,199,799,399.0,489.0
3566,Bloody Madness Combat,6303761629,20,750,650.0,544.0
3567,WW2 Zombie Survival,2170497743,55,990,444.5,484.125
3568,Impossible Dropper For Admin,16867997651,100,799,200.0,319.4
3569,Gun Tycoon! 💥,8704852073,49,399,199.0,242.33333333333334
3570,Ride a Zipline,10659511768,16,16,16.0,16.0
3571,Thy hood [PVE OVERHAUL],10192063645,14,898,248.0,352.0
3572,[🧌 TROLL] Infinite Craft,16468291281,100,400,150.0,216.66666666666666
3573,[SOON✨] 💪🏻Lava Lifting Simulator,15515279596,20,250,62.5,81.33333333333333
3574,Mansion Life Tycoon 🏡,15446342241,79,499,349.0,309.0
3575,Mermaid Life 🏫,4377254026,80,699,299.0,350.625
3576,Huge Snake v2,14094403348,49,1999,49.0,426.77777777777777
3577,Cars 3: Lightning McQueen Racing League,547357044,50,500,175.0,189.28571428571428
3578,📏ESCAPE SCARY TEACHER OBBY!😈,13123061299,49,499,299.0,289.90909090909093
3579,Pls Donate But You Are Super Rich,16835803514,60,400,200.0,215.0
3580,PROVE MOM WRONG BY BECOMING RICH TYCOON,14506170952,18,699,399.0,339.25
3581,🏀 Basketball Pro Simulator,9677464361,99,1999,399.0,626.7777777777778
3582,Malibu Mansion Tycoon,14476003319,79,650,400.0,359.85714285714283
3583,Experimental Hugs Room,6272324632,14,124,31.0,56.333333333333336
3584,TEAM ALIEN OBBY! 👽 (TEAMWORK OBBY),13710629738,199,999,324.0,377.57142857142856
3585,🛠️ Factory Town Tycoon (Remastered) 🛠️,1424507304,10,600,335.0,343.3333333333333
3586,🐴Wonder Pet : Medieval [Huge Update],14114524437,150,300,250.0,237.5
3587,🩸BLOODstain🩸,14328742185,15,1500,200.0,253.21428571428572
3588,Alphabet Lore Tycoon,11434365404,149,1499,299.0,434.0
3589,❤️ Vibe Hugs ❤️,6114284453,25,350,122.0,142.20833333333334
3590,Grinding Simulator,12618493628,49,199,49.0,84.71428571428571
3591,Giant and Small [2 Player Obby],10621826430,29,399,99.0,165.0
3592,[UPDATE] Knife Simulator,1167791961,250,400,325.0,325.0
3593,VERY HARD OBBY,16650666134,79,798,199.0,354.1666666666667
3594,The Diner [HORROR],16462431521,25,650,199.5,250.125
3595,[UPD 6] Kill To Save Anime Girl (Simulator),12681406213,99,1100,399.0,443.2352941176471
3596,Generation Trains,10919455322,10,200,45.0,65.0
3597,(Alpha) Highway Haulers: Towing & Trucking,17431378037,75,7144,300.0,1843.8
3598,[FREE SKIPS] Clock's Difficulty Chart Obby HARD,5899995594,99,200,150.0,149.4
